State,Year,Month,Unemployment Rate,School closing,Workplace closing,Cancel public event,Restriction on gathering,Close public transport,State at home requirement,Restrictions on internal movement,International travel control
Alaska,2021,09,5.9,1.0,0.0,1.0,2.6,0.0,1.0,1.0,3.0
Alaska,2021,10,5.7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
Alaska,2021,11,5.5,1.0,0.0,1.0,0.0,0.0,0.7,0.7,1.7333333333333334
Alaska,2021,12,5.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.935483870967742
Alaska,2022,01,5.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,02,4.8,0.0,0.0,0.03571428571428571,0.0,0.4642857142857143,0.0,0.0,1.0
Alaska,2022,03,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,04,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,05,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,06,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,07,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2022,08,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Alaska,2022,09,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alaska,2022,10,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alaska,2022,11,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alaska,2022,12,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arizona,2019,01,5,0,0,0,0,0,0,0,0
Arizona,2019,02,5,0,0,0,0,0,0,0,0
Arizona,2019,03,4.9,0,0,0,0,0,0,0,0
Arizona,2019,04,4.8,0,0,0,0,0,0,0,0
Arizona,2019,05,4.8,0,0,0,0,0,0,0,0
Arizona,2019,06,4.8,0,0,0,0,0,0,0,0
Arizona,2019,07,4.8,0,0,0,0,0,0,0,0
Arizona,2019,08,4.8,0,0,0,0,0,0,0,0
Arizona,2019,09,4.7,0,0,0,0,0,0,0,0
Arizona,2019,10,4.7,0,0,0,0,0,0,0,0
Arizona,2019,11,4.7,0,0,0,0,0,0,0,0
Arizona,2019,12,4.7,0,0,0,0,0,0,0,0
Arizona,2020,01,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613
Arizona,2020,02,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
Arizona,2020,03,4.9,1.6451612903225807,1.096774193548387,0.5483870967741935,0.0,0.03225806451612903,0.06451612903225806,0.5161290322580645,3.0
Arizona,2020,04,13.8,3.0,2.0,1.0333333333333334,0.0,1.0,2.0,1.7333333333333334,3.0
Arizona,2020,05,11.2,3.0,1.4838709677419355,2.0,0.0,0.4838709677419355,1.4838709677419355,1.4838709677419355,3.0
Arizona,2020,06,9.8,3.0,1.0666666666666667,2.0,0.0,0.0,1.0,1.0,3.0
Arizona,2020,07,8.9,3.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0
Arizona,2020,08,7.9,2.6129032258064515,2.0,1.3225806451612903,2.806451612903226,0.9354838709677419,1.0,1.0,3.0
Arizona,2020,09,7.5,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0
Arizona,2020,10,7,2.0,1.6774193548387097,1.0,3.0,0.0,1.0,1.0,3.0
Arizona,2020,11,6.7,2.0,1.0,1.0,3.0,0.26666666666666666,1.0,1.0,3.0
Arizona,2020,12,6.6,2.0,1.0,1.8064516129032258,3.0,0.0,1.0,1.0,3.0
Arizona,2021,01,6.4,2.0,1.8709677419354838,2.0,3.0,0.0,1.0,1.0,3.0
Arizona,2021,02,6.2,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0
Arizona,2021,03,6,1.4516129032258065,1.1290322580645162,1.2580645161290323,3.0,0.0,1.0,1.0,3.0
Arizona,2021,04,5.8,1.0,0.6666666666666666,1.0,0.5,0.0,0.03333333333333333,1.0,3.0
Arizona,2021,05,5.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Arizona,2021,06,5.3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Arizona,2021,07,5,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Arizona,2021,08,4.6,0.0,0.0,0.45161290322580644,0.0,0.0,0.0,1.0,3.0
Arizona,2021,09,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0
Arizona,2021,10,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Arizona,2021,11,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334
Arizona,2021,12,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.935483870967742
Arizona,2022,01,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,02,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,03,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,04,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,05,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,06,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,07,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arizona,2022,08,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Arizona,2022,09,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arizona,2022,10,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arizona,2022,11,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arizona,2022,12,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arkansas,2019,01,3.7,0,0,0,0,0,0,0,0
Arkansas,2019,02,3.6,0,0,0,0,0,0,0,0
Arkansas,2019,03,3.5,0,0,0,0,0,0,0,0
Arkansas,2019,04,3.4,0,0,0,0,0,0,0,0
Arkansas,2019,05,3.4,0,0,0,0,0,0,0,0
Arkansas,2019,06,3.4,0,0,0,0,0,0,0,0
Arkansas,2019,07,3.4,0,0,0,0,0,0,0,0
Arkansas,2019,08,3.5,0,0,0,0,0,0,0,0
Arkansas,2019,09,3.5,0,0,0,0,0,0,0,0
Arkansas,2019,10,3.5,0,0,0,0,0,0,0,0
Arkansas,2019,11,3.5,0,0,0,0,0,0,0,0
Arkansas,2019,12,3.5,0,0,0,0,0,0,0,0
Arkansas,2020,01,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613
Arkansas,2020,02,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
Arkansas,2020,03,4.9,1.6129032258064515,1.096774193548387,0.7741935483870968,0.6451612903225806,0.0,0.0,0.5161290322580645,3.0
Arkansas,2020,04,10.1,3.0,2.0,2.0,4.0,0.0,0.9333333333333333,1.0,3.0
Arkansas,2020,05,8.9,3.0,2.0,1.096774193548387,3.096774193548387,0.6774193548387096,1.0,1.8709677419354838,3.0
Arkansas,2020,06,7.9,3.0,2.0,1.0,1.9333333333333333,1.0,1.0,1.4666666666666666,3.0
Arkansas,2020,07,7.3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2020,08,6.4,1.5806451612903225,2.0,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2020,09,6,1.0666666666666667,2.0,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2020,10,5.4,1.5806451612903225,2.0,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2020,11,5.2,1.9333333333333333,1.5333333333333334,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2020,12,5,2.0,1.4193548387096775,1.0,1.0,1.0,1.0,1.0,3.0
Arkansas,2021,01,4.9,2.0,2.0,1.0,3.903225806451613,1.0,1.0,1.0,3.0
Arkansas,2021,02,4.8,1.9642857142857142,1.6071428571428572,1.0,3.5714285714285716,1.0,1.0,1.0,3.0
Arkansas,2021,03,4.7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0
Arkansas,2021,04,4.5,1.0,1.0,1.0,0.0,1.0,0.03333333333333333,1.0,3.0
Arkansas,2021,05,4.4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
Arkansas,2021,06,4.2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0
Arkansas,2021,07,3.9,1.0,1.0,1.0,0.0,0.8709677419354839,0.0,1.0,3.0
Arkansas,2021,08,3.7,0.4838709677419355,0.4838709677419355,1.0,0.0,0.0,0.0,1.0,3.0
Arkansas,2021,09,3.5,0.8,0.0,0.43333333333333335,0.0,0.0,0.0,1.0,3.0
Arkansas,2021,10,3.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Arkansas,2021,11,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7333333333333334
Arkansas,2021,12,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,2.935483870967742
Arkansas,2022,01,3.2,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,02,3.2,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,03,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,04,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,05,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,06,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,07,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arkansas,2022,08,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Arkansas,2022,09,3.3,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arkansas,2022,10,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arkansas,2022,11,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arkansas,2022,12,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
California,2019,01,4.3,0,0,0,0,0,0,0,0
California,2019,02,4.3,0,0,0,0,0,0,0,0
California,2019,03,4.2,0,0,0,0,0,0,0,0
California,2019,04,4.1,0,0,0,0,0,0,0,0
California,2019,05,4,0,0,0,0,0,0,0,0
California,2019,06,4,0,0,0,0,0,0,0,0
California,2019,07,4,0,0,0,0,0,0,0,0
California,2019,08,4,0,0,0,0,0,0,0,0
California,2019,09,4,0,0,0,0,0,0,0,0
California,2019,10,4,0,0,0,0,0,0,0,0
California,2019,11,4.1,0,0,0,0,0,0,0,0
California,2019,12,4.2,0,0,0,0,0,0,0,0
California,2020,01,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4838709677419355
California,2020,02,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
California,2020,03,5.5,1.903225806451613,1.5806451612903225,1.4838709677419355,2.3870967741935485,0.0,1.1612903225806452,0.9354838709677419,3.0
California,2020,04,16.1,3.0,3.0,2.0,4.0,0.0,2.0,2.0,3.0
California,2020,05,15.8,3.0,2.225806451612903,2.0,4.0,0.0,1.2258064516129032,1.2258064516129032,3.0
California,2020,06,13.8,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
California,2020,07,13.2,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
California,2020,08,11.9,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
California,2020,09,10,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
California,2020,10,9.3,3.0,2.0,2.0,3.2580645161290325,0.0,1.0,1.0,3.0
California,2020,11,9,3.0,2.0,2.0,3.033333333333333,0.0,1.3333333333333333,1.0,3.0
California,2020,12,9,3.0,2.0,2.0,4.0,0.0,2.0,1.064516129032258,3.0
California,2021,01,8.7,3.0,2.0,2.0,4.0,0.0,1.8387096774193548,1.1612903225806452,3.0
California,2021,02,8.6,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0
California,2021,03,8.4,2.129032258064516,2.0,2.0,4.0,0.0,1.5161290322580645,1.0,3.0
California,2021,04,8.3,2.0,2.0,2.0,4.0,0.0,1.7,1.0333333333333334,3.0
California,2021,05,7.9,2.0,2.0,2.0,4.0,0.0,0.6451612903225806,1.0,3.0
California,2021,06,7.8,2.0,0.9333333333333333,1.4666666666666666,2.4,0.0,0.0,1.0,3.0
California,2021,07,7.4,1.935483870967742,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.03225806451612903,3.0
California,2021,08,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
California,2021,09,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
California,2021,10,6.1,1.0,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,3.0
California,2021,11,5.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334
California,2021,12,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.935483870967742
California,2022,01,5.2,1.0,0.7741935483870968,0.0,1.935483870967742,0.0,0.0,0.0,1.0
California,2022,02,4.8,1.0,0.0,0.7857142857142857,1.0714285714285714,0.0,0.0,0.0,1.0
California,2022,03,4.4,1.0,0.06451612903225806,1.0,0.0,0.0,0.0,0.0,1.0
California,2022,04,4.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
California,2022,05,4.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
California,2022,06,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
California,2022,07,3.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
California,2022,08,3.8,1.0,1.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
California,2022,09,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
California,2022,10,4.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
California,2022,11,4.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
California,2022,12,4.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Colorado,2019,01,3,0,0,0,0,0,0,0,0
Colorado,2019,02,2.9,0,0,0,0,0,0,0,0
Colorado,2019,03,2.8,0,0,0,0,0,0,0,0
Colorado,2019,04,2.6,0,0,0,0,0,0,0,0
Colorado,2019,05,2.6,0,0,0,0,0,0,0,0
Colorado,2019,06,2.5,0,0,0,0,0,0,0,0
Colorado,2019,07,2.5,0,0,0,0,0,0,0,0
Colorado,2019,08,2.5,0,0,0,0,0,0,0,0
Colorado,2019,09,2.5,0,0,0,0,0,0,0,0
Colorado,2019,10,2.6,0,0,0,0,0,0,0,0
Colorado,2019,11,2.7,0,0,0,0,0,0,0,0
Colorado,2019,12,2.8,0,0,0,0,0,0,0,0
Colorado,2020,01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613
Colorado,2020,02,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
Colorado,2020,03,3.3,1.1935483870967742,1.4193548387096775,1.064516129032258,2.3225806451612905,0.0967741935483871,0.5161290322580645,0.5161290322580645,3.0
Colorado,2020,04,11.2,3.0,2.8666666666666667,2.0,4.0,1.0,2.0,1.7,3.0
Colorado,2020,05,11.7,3.0,2.0,2.0,4.0,1.0,1.2580645161290323,1.2580645161290323,3.0
Colorado,2020,06,11.2,2.0,2.0,1.5666666666666667,4.0,1.0,1.0,1.0,3.0
Colorado,2020,07,6.5,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2020,08,6.2,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2020,09,6.3,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2020,10,6.2,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2020,11,6.2,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2020,12,6.4,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2021,01,6.3,2.0,1.5161290322580645,1.4838709677419355,4.0,1.0,1.4838709677419355,1.0,3.0
Colorado,2021,02,6.3,2.0,1.0,1.0357142857142858,4.0,1.0,1.0357142857142858,1.0,3.0
Colorado,2021,03,6.2,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0
Colorado,2021,04,6.2,2.0,1.0,1.0,3.0,1.0,0.5,1.0,3.0
Colorado,2021,05,5.9,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0
Colorado,2021,06,5.9,2.0,1.0,1.0,2.0,1.0,0.0,0.6333333333333333,3.0
Colorado,2021,07,5.6,1.6129032258064515,1.0,1.0,0.0,1.0,0.0,0.0,3.0
Colorado,2021,08,5.3,1.0,1.0,0.45161290322580644,0.0,1.0,0.0,0.0,3.0
Colorado,2021,09,4.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Colorado,2021,10,4.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Colorado,2021,11,4.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7333333333333334
Colorado,2021,12,4.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.935483870967742
Colorado,2022,01,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Colorado,2022,02,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,03,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,04,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,05,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,06,2.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,07,2.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Colorado,2022,08,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Colorado,2022,09,2.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Colorado,2022,10,2.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Colorado,2022,11,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Colorado,2022,12,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Connecticut,2019,01,3.7,0,0,0,0,0,0,0,0
Connecticut,2019,02,3.6,0,0,0,0,0,0,0,0
Connecticut,2019,03,3.6,0,0,0,0,0,0,0,0
Connecticut,2019,04,3.5,0,0,0,0,0,0,0,0
Connecticut,2019,05,3.5,0,0,0,0,0,0,0,0
Connecticut,2019,06,3.5,0,0,0,0,0,0,0,0
Connecticut,2019,07,3.5,0,0,0,0,0,0,0,0
Connecticut,2019,08,3.6,0,0,0,0,0,0,0,0
Connecticut,2019,09,3.6,0,0,0,0,0,0,0,0
Connecticut,2019,10,3.6,0,0,0,0,0,0,0,0
Connecticut,2019,11,3.7,0,0,0,0,0,0,0,0
Connecticut,2019,12,3.7,0,0,0,0,0,0,0,0
Connecticut,2020,01,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613
Connecticut,2020,02,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
Connecticut,2020,03,3.9,1.967741935483871,1.4193548387096775,1.4838709677419355,2.225806451612903,0.22580645161290322,0.3225806451612903,0.5161290322580645,3.0
Connecticut,2020,04,8.3,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
Connecticut,2020,05,11.8,3.0,2.6129032258064515,2.0,4.0,2.0,1.0,1.0,3.0
Connecticut,2020,06,11.5,3.0,2.0,2.0,3.533333333333333,1.6333333333333333,1.0,1.0,3.0
Connecticut,2020,07,11.7,3.0,2.0,1.064516129032258,3.0,1.0,1.0,1.2580645161290323,3.0
Connecticut,2020,08,9.6,2.806451612903226,2.0,1.0,3.0,1.0,1.0,2.0,3.0
Connecticut,2020,09,8.8,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0
Connecticut,2020,10,7.9,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0
Connecticut,2020,11,7.5,2.0,2.0,1.0,3.8333333333333335,1.0,1.0,2.0,3.0
Connecticut,2020,12,7.4,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0
Connecticut,2021,01,7.1,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0
Connecticut,2021,02,7.1,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0
Connecticut,2021,03,7,2.0,2.0,1.0,3.5806451612903225,0.03225806451612903,1.0,1.5806451612903225,3.0
Connecticut,2021,04,7.1,2.0,2.0,1.0,3.0,0.0,0.03333333333333333,1.0,3.0
Connecticut,2021,05,6.9,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0
Connecticut,2021,06,6.8,2.0,0.0,1.0,0.0,0.0,0.0,0.3,3.0
Connecticut,2021,07,6.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Connecticut,2021,08,6.2,1.6451612903225807,0.0,0.45161290322580644,0.0,0.0,0.0,0.0,3.0
Connecticut,2021,09,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Connecticut,2021,10,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Connecticut,2021,11,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333333333333334
Connecticut,2021,12,5.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.935483870967742
Connecticut,2022,01,4.9,1.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,02,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,03,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,04,4.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,05,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,06,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,07,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Connecticut,2022,08,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Connecticut,2022,09,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Connecticut,2022,10,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Connecticut,2022,11,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Connecticut,2022,12,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Delaware,2019,01,3.5,0,0,0,0,0,0,0,0
Delaware,2019,02,3.5,0,0,0,0,0,0,0,0
Delaware,2019,03,3.5,0,0,0,0,0,0,0,0
Delaware,2019,04,3.5,0,0,0,0,0,0,0,0
Delaware,2019,05,3.5,0,0,0,0,0,0,0,0
Delaware,2019,06,3.5,0,0,0,0,0,0,0,0
Delaware,2019,07,3.6,0,0,0,0,0,0,0,0
Delaware,2019,08,3.6,0,0,0,0,0,0,0,0
Delaware,2019,09,3.6,0,0,0,0,0,0,0,0
Delaware,2019,10,3.6,0,0,0,0,0,0,0,0
Delaware,2019,11,3.6,0,0,0,0,0,0,0,0
Delaware,2019,12,3.6,0,0,0,0,0,0,0,0
Delaware,2020,01,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613
Delaware,2020,02,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310344827586207
Delaware,2020,03,5,1.6451612903225807,1.1290322580645162,1.1612903225806452,1.5483870967741935,0.45161290322580644,1.0,0.6774193548387096,3.0
Delaware,2020,04,13.1,3.0,2.0,2.0,3.966666666666667,1.0,2.0,2.0,3.0
Delaware,2020,05,13.4,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0
Delaware,2020,06,12.7,3.0,2.0,2.0,2.933333333333333,1.0,2.0,1.0,3.0
Delaware,2020,07,7.5,3.0,2.0,2.0,2.0,1.0,1.4516129032258065,1.0,3.0
Delaware,2020,08,7.3,2.870967741935484,2.0,2.0,2.0,1.0,1.0,1.0,3.0
Delaware,2020,09,7.5,2.0,2.0,1.1,2.0,0.1,1.0,1.0,3.0
Delaware,2020,10,5.1,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0
Delaware,2020,11,5.3,2.0,2.0,1.0,2.533333333333333,0.0,1.0,1.0,3.0
Delaware,2020,12,5.6,2.0,2.0,1.5806451612903225,4.0,0.0,1.0,1.0,3.0
Delaware,2021,01,5.7,2.0,2.0,1.0,4.0,0.0,1.0,1.0,3.0
Delaware,2021,02,5.8,2.0,1.1071428571428572,1.0,4.0,0.0,1.0,1.0,3.0
Delaware,2021,03,5.9,2.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0
Delaware,2021,04,5.9,2.0,1.3666666666666667,1.0,4.0,0.0,0.03333333333333333,1.0,3.0
Delaware,2021,05,5.9,2.0,1.6451612903225807,1.0,3.2903225806451615,0.0,0.0,1.0,3.0
Delaware,2021,06,5.8,2.0,1.0,1.0,2.0,0.0,0.0,0.9666666666666667,3.0
Delaware,2021,07,5.6,2.0,0.3870967741935484,1.0,0.7741935483870968,0.0,0.0,0.0,3.0
Delaware,2021,08,5.4,1.7419354838709677,0.0,0.45161290322580644,0.0,1.0,0.0,0.0,3.0
Delaware,2021,09,5.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Delaware,2021,10,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Delaware,2021,11,4.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7333333333333334
Delaware,2021,12,4.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.935483870967742
Delaware,2022,01,4.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Delaware,2022,02,4.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Delaware,2022,03,4.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Delaware,2022,04,4.2,1.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,1.0
Delaware,2022,05,4.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Delaware,2022,06,4.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Delaware,2022,07,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Delaware,2022,08,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0
Delaware,2022,09,4.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Delaware,2022,10,4.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Delaware,2022,11,4.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Delaware,2022,12,4.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
District of Columbia,2019,01,5.9,0,0,0,0,0,0,0,0
District of Columbia,2019,02,5.9,0,0,0,0,0,0,0,0
District of Columbia,2019,03,5.8,0,0,0,0,0,0,0,0
District of Columbia,2019,04,5.7,0,0,0,0,0,0,0,0
District of Columbia,2019,05,5.6,0,0,0,0,0,0,0,0
District of Columbia,2019,06,5.4,0,0,0,0,0,0,0,0
District of Columbia,2019,07,5.4,0,0,0,0,0,0,0,0
District of Columbia,2019,08,5.3,0,0,0,0,0,0,0,0
District of Columbia,2019,09,5.2,0,0,0,0,0,0,0,0
